Código del Producto,Grupo de Productos,Unidad de Medida (UdM) predeterminada,Nombre del Producto,Deshabilitado,Mantener Stock,Permitir Ventas,Permitir Compra,Precio de venta estándar,Imagen,Unidad de Medida (UdM),Unidad de Medida de Compra Predeterminada,Unidad de Medida de Ventas Predeterminada,Almacén por defecto (Valores por Defecto del Artículo),Compañía (Valores por Defecto del Artículo)
PSG110,EQUIPOS Y MAQUINARIAS,Unit,PLANCHA SUBLIMAR GORRAS 110V,0,1,1,1,235.00,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
MTR009,EQUIPOS Y MAQUINARIAS,Unit,MULTI TRANSFER ROLLER MACHINE AREA DE IMPRESIÓN 5*9,0,1,1,1,500.00,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
MSB10,EQUIPOS Y MAQUINARIAS,Unit,MAQUINA SUBLIMACION BOLIGRAFO FREE SUB 10 EN 1,0,1,1,1,175.00,image/art_MAQUINABOLIGRAFO.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
LPA002,SUMINISTRO PARA SUBLIMACION,Unit,LAPICEROS DEPLASTICO AZUL,0,1,1,1,0.38,image/art_LAPICEROS.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
LPN003,SUMINISTRO PARA SUBLIMACION,Unit,LAPICERO DE PLASTICO NEGRO,0,1,1,1,0.38,image/art_LAPICEROS.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
LPR005,SUMINISTRO PARA SUBLIMACION,Unit,LAPICERO DE PLSTICO ROJO,0,1,1,1,0.38,image/art_LAPICEROS.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
LPV001,SUMINISTRO PARA SUBLIMACION,Unit,LAPICERO DE PLASTICO VERDE,0,1,1,1,0.38,image/art_LAPICEROS.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
SQP05,ACCESORIOS,Unit,SQUEESE PLASTICO (PALETA PARA PEGAR VINIL ),0,1,1,1,1.50,image/art_PALETAFELPA.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
PSS25,SUMINISTRO PARA SUBLIMACION,Unit,POP SOCKET SUBLIMAR,0,1,1,1,1.00,image/art_POPSUBLIMABLE.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
TDCT15,ACCESORIOS,Unit,TAPE DOBLE CARA TRASPARENTE 15*50MM,0,1,1,1,6.68,image/art_TAPEDOBLECARATRANSPARENTE.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
TTS5MM,ACCESORIOS,Unit,TAPE TERMICA PARA SUBLIMAR 5MM*60,0,1,1,1,4.42,image/art_TAPETERMICO.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
LLMC11,SUMINISTRO PARA SUBLIMACION,Unit,LLAVERO PLASTICO CORTA UÑA PARA SUBLIMACIÓN,0,1,1,1,1.00,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
LLMC09,SUMINISTRO PARA SUBLIMACION,Unit,LLAVERO METALICO CORAZÓN SUBLIMABLE,0,1,1,1,1.25,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
LLMR03,SUMINISTRO PARA SUBLIMACION,Unit,LLAVERO METALICO RECTANGULAR,0,1,1,1,1.25,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
LLMR02,SUMINISTRO PARA SUBLIMACION,Unit,LLAVERO METALICO REDONDO,0,1,1,1,1.25,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
LLMC01,SUMINISTRO PARA SUBLIMACION,Unit,LLAVERO METALICO CUADRADO,0,1,1,1,1.25,image/art_LLAVEROCUADRADO.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
PTFOA3,PEPELES Y TRANSFERS,Unit,PAPEL TRASFER FONDO OSCURO A3,0,1,1,1,1.79,image/art_PAPELTRANSFERA.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
PTFOA4,PEPELES Y TRANSFERS,Unit,PAPEL TRASFER FONDO OSCURO A4,0,1,1,1,1.50,image/art_PAPELTRANSFER.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
PTFCA3,PEPELES Y TRANSFERS,Unit,PAPEL TRASFER FONDO CLARO A3,0,1,1,1,1.19,image/art_PATRANSFEROSCURO.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
PTFCA4,PEPELES Y TRANSFERS,Unit,PAPEL TRASFER FONDO CLARO A4,0,1,1,1,,image/art_PATRANSFEROSCURO.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
PSA3,PEPELES Y TRANSFERS,Unit,PAPEL PARA SUBLIMAR A3,0,1,1,1,13.50,image/art_PAPELPARASUBLIMAR.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
PSA4,PEPELES Y TRANSFERS,Unit,PAPEL PARA SUBLIMAR A4,0,1,1,1,6.50,image/art_PAPELPARASUBLIMAR.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
SP4060,PEPELES Y TRANSFERS,Unit,PAPEL DE SUBLIMACION 40*60,0,1,1,1,,image/art_ROLLOSUBLIMAR.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
VA12580,SUMINISTRO PARA ROTULACION,Unit,VINYL ADHESIVO GLOSSY 80 MICRAS 1.25 * 50,0,1,1,1,,image/art_VINILADHESIVOGLOSSY.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
PCR,PEPELES Y TRANSFERS,Unit,PAPEL COLOR ROSADO,0,1,1,1,,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
PCRA,PEPELES Y TRANSFERS,Unit,PAPEL DE COLORES ABIERTO ROSADO Y AMARILLO,0,1,1,1,,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
PS16090,PEPELES Y TRANSFERS,Unit,PAPEL SUBLIMACION 1.60 Y 90 GRAMOS,0,1,1,1,56.94,image/art_ROLLOSUBLIMAR.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
PCOS,SUMINISTRO PARA SUBLIMACION,Unit,FUNDA PILLOW (COJIN) DE OSO PARA SUBLIMAR,0,1,1,1,,image/art_FUNDAOSO.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
CBB500,SUMINISTRO PARA SUBLIMACION,Unit,COLA BOTTLE TERMO BLANCO 500,0,1,1,1,4.85,image/art_COLABOTTLE.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
CBC500,SUMINISTRO PARA SUBLIMACION,Unit,COLA BOTTLE CELESTE 500ML,0,1,1,1,4.85,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
CBP500,SUMINISTRO PARA SUBLIMACION,Unit,COLA BOTTLE TERMO PLATEADO 500ML,0,1,1,1,4.85,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
CBR500,SUMINISTRO PARA SUBLIMACION,Unit,COLA BOTTLE TERMO ROSADO 500ML,0,1,1,1,4.85,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
CFF151234,VINILES ESPECIALES,Unit,VINYL FIBRA DE CARBON FILM 5D BLACK 1.52*30M ROLLO,0,1,1,1,206.40,image/art_FIBRADECARBONONEGRO.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
CFF154,VINILES ESPECIALES,Unit,VINYL FIBRA DE CARBON FILM 5D BLACK 1.52*30M GRIS,0,1,1,1,6.88,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
CFF153,VINILES ESPECIALES,Unit,VINYL FIBRA CARBON FILM 5D BLACK 1.52*30M DORADO,0,1,1,1,6.88,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
CFF152,VINILES ESPECIALES,Unit,VINYL FIBRA DE CARBON FILM 5D BLACK 1.52*30M AZUL,0,1,1,1,6.88,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
CFF151,VINILES ESPECIALES,Unit,VINYL FIBRA DE CARBON FILM 5D BLACK 1.52*30M NEGRO,0,1,1,1,6.88,image/art_FIBRADECARBONONEGRO.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
PCCR,SUMINISTRO PARA SUBLIMACION,Unit,FUNDA PILLOW MAGIC PARA SUBLIMAR (COJIN) CUADRADO ROJO,0,1,1,1,2.74,image/art_COJINMAGICOCUADRADO.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
PCCC,SUMINISTRO PARA SUBLIMACION,Unit,FUNDA PILLOW MAGIC PARA SUBLIAMR (COJIN) CUADRADO BLANCO,0,1,1,1,2.74,image/art_COJINMAGICOCUADRADO.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
PCCD,SUMINISTRO PARA SUBLIMACION,Unit,FUNDA PILLOW MAGIC PARA SUBLIMAR (COJIN) CUADRADO DORADO,0,1,1,1,2.74,image/art_COJINMAGICOCUADRADO.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
PCCM,SUMINISTRO PARA SUBLIMACION,Unit,FUNDA PILLOW MAGIC PARA SUBLIMAR (COJIN) CUADRADO ROJO BLANCO,0,1,1,1,2.74,image/art_COJINMAGICOCUADRADO.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
PCCA,SUMINISTRO PARA SUBLIMACION,Unit,FUNDA PILLOW MAGIC PARA SUBLIMAR (COJÍN ) CUADRADO AZUL,0,1,1,1,2.74,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
PCSOC,SUMINISTRO PARA SUBLIMACION,Unit,FUNDA PILLOW (COJIN OSÓ ) CELESTE,0,1,1,1,2.74,image/art_FUNDAOSO.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
PCSOF,SUMINISTRO PARA SUBLIMACION,Unit,FUNDA PILLOW (COJIN OSÓ ) FUSCIA,0,1,1,1,2.74,image/art_FUNDAOSO.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
PCSOS,SUMINISTRO PARA SUBLIMACION,Unit,FUNDA PILLOW (COJIN OSÓ ) SALMON,0,1,1,1,2.74,image/art_FUNDAOSO.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
PCSOR,SUMINISTRO PARA SUBLIMACION,Unit,FUNDA PILLOW (COJIN OSÓ ) ROSA,0,1,1,1,2.74,image/art_FUNDAOSO.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
PCSCP,SUMINISTRO PARA SUBLIMACION,Unit,FUNDA PILLOW MAGIC CORAZON PLATA,0,1,1,1,2.74,image/art_COJINCORAZÓN.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
PCSCBB,SUMINISTRO PARA SUBLIMACION,Unit,FUNDA PILLOW MAGIC BLANCO /BLANCO CUADRADO,0,1,1,1,2.74,image/art_COJINMAGICOCUADRADO.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
PCSBBC,SUMINISTRO PARA SUBLIMACION,Unit,FUNDA PILLOW MAGIC BLANCO /BLANCO CORAZON,0,1,1,1,3.54,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
PCSCD,SUMINISTRO PARA SUBLIMACION,Unit,FUNDA PILLOW MAGIC COJIN PARA SUBLIMAR CORAZON DORADO,0,1,1,1,3.54,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
PCSCN,SUMINISTRO PARA SUBLIMACION,Unit,FUNDA PILLOW COJIN PARA SUBLIMAR MAGIC CORAZON NEGRO,0,1,1,1,3.54,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
PCSC01,SUMINISTRO PARA SUBLIMACION,Unit,FUNDA PILLOW COJIN PARA SUBLIMAR DE CORAZON ROSADO,0,1,1,1,3.54,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
RCS05,SUMINISTRO PARA SUBLIMACION,Unit,RELLENOS DE CORAZON RELLENO,0,1,1,1,1.55,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
TDCE,ACCESORIOS,Unit,TAPE DOBLE CARA ESPUMA 3001342 2.4CM×10YDS,0,1,1,1,6.50,image/art_TAPEESPUMA.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
LLC001,SUMINISTRO PARA SUBLIMACION,Unit,LLAVERO DE CORAZONES,0,1,1,1,1.25,image/art_COLLARES.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
CDR03,SUMINISTRO PARA SUBLIMACION,Unit,COLLAR REDONDO,0,1,1,1,2.05,image/art_COLLARES.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
CDC02,SUMINISTRO PARA SUBLIMACION,Unit,COLLAR DIJE CUADRADO,0,1,1,1,2.05,image/art_COLLARES.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
CDLS01,SUMINISTRO PARA SUBLIMACION,Unit,COLLAR DE DIJE LARGO,0,1,1,1,2.05,image/art_COLLARES.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
RCSK5,ACCESORIOS,Unit,REPUESTO DE CUCHILLA SK5 /10 UNIDAD,0,1,1,1,1.00,image/art_REPUESTOCUCHILLA.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
O04P,SUMINISTRO PARA ROTULACION,Unit,OJETE # 4 PARA BANNER PLATEADO,0,1,1,1,9.60,image/art_OJETES.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
O05P,SUMINISTRO PARA ROTULACION,Unit,OJETE # 5 PARA BANNER PLATEADO,0,1,1,1,10.25,image/art_OJETE.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
O06P,SUMINISTRO PARA ROTULACION,Unit,OJETE # 6 PARA BANNER PLATEADO,0,1,1,1,11.50,image/art_OJETE.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
NSK5M,ACCESORIOS,Unit,CORTADOR NAVAJA SK5 MANUAL /M20,0,1,1,1,2.25,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
VR124,VINILES ESPECIALES,Unit,VINYL REFLECTIVO (KILOBRIGHT REFLECTIVE) FILM 1.24*45.7M,0,1,1,1,410.00,image/art_VINILREFLECITVO.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
GM20P,ACCESORIOS,Unit,GANCHO MOSQUETON PLASTICO NEGRO 20MM,0,1,1,1,18.00,image/art_GANCHOPLÁSITICO.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
VC60Y,SUMINISTRO PARA ROTULACION,Unit,VINYL DE CORTE 60 CM*45.7 M AMARILLO CLARO,0,1,1,1,54.63,image/art_VINILCORTE1.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
VC60R,SUMINISTRO PARA ROTULACION,Unit,VINYL DE CORTE 60 CM*45.7 M ROJO,0,1,1,1,54.63,image/art_VINILCORTE1.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
VC60G,SUMINISTRO PARA ROTULACION,Unit,VINYL DE CORTE 60 CM*45.7 M GRIS,0,1,1,1,54.63,image/art_VINILCORTE1.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
VC60N,SUMINISTRO PARA ROTULACION,Unit,VINYL DE CORTE 60 CM*45.7 MNARANJA,0,1,1,1,54.63,image/art_VINILCORTE1.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
VC60C,SUMINISTRO PARA ROTULACION,Unit,VINYL DE CORTE 60 CM* 45.7 M CAFE,0,1,1,1,54.63,image/art_VINILCORTE1.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
VC60M,SUMINISTRO PARA ROTULACION,Unit,VINYL DE CORTE 60 CM* 45.7 M MORADO,0,1,1,1,54.63,image/art_VINILCORTE1.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
VC60V,SUMINISTRO PARA ROTULACION,Unit,VINYL DE CORTE 60 CM* 45.7 M VERDE,0,1,1,1,54.63,image/art_VINILCORTE1.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
VC60A,SUMINISTRO PARA ROTULACION,Unit,VINYL DE CORTE 60 CM*45.7M AZUL,0,1,1,1,54.63,image/art_VINILCORTE1.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
MP80,DISPLAY POP Y EVENTOS,Unit,MESA PROMOCIONAL 80X120X80 INCLUYE FUNDA DE VIAJE,0,1,1,1,68.50,image/art_MESAPROMOCIONAL.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
FDU30,SUMINISTROS DTF,Unit,FILM DTF UV 30X100M A,0,1,1,1,70.63,image/art_FILMDTFUV.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
FD60,SUMINISTROS DTF,Unit,FILM DTF PET FIL 0.6* 100 M,0,1,1,1,77.00,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
FD30,SUMINISTROS DTF,Unit,FILM DTF PET FIL 0.3*100M,0,1,1,1,35.40,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
PS110,SUMINISTRO PARA SUBLIMACION,Unit,PAPEL SUBLIMACION 1.1M 100 GRAMOS,0,1,1,1,41.00,image/art_ROLLOSUBLIMAR.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
BP450,DISPLAY POP Y EVENTOS,Unit,BANDEROLA 4.50X0.80 PUBLICITARIA (NO INCLUYE TELA ),0,1,1,1,61.50,image/art_BANDEROLA.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
BP340,DISPLAY POP Y EVENTOS,Unit,BANDEROLA 3.40X0.80 PUBLICITARIA (NO INCLUYE TELA ),0,1,1,1,57.99,image/art_BANDEROLA.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
GSP1,SUMINISTRO PARA SUBLIMACION,Unit,GORRAS ROSADAS,0,1,1,1,1.00,image/art_GORRAS.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
GSA1,SUMINISTRO PARA SUBLIMACION,Unit,GORRAS AZUL CON BLANCO,0,1,1,1,1.00,image/art_GORRAS.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
GSB1,SUMINISTRO PARA SUBLIMACION,Unit,GORRAS BLANCAS,0,1,1,1,1.00,image/art_GORRAS.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
GSR1,SUMINISTRO PARA SUBLIMACION,Unit,GORRAS ROJOS CON BLANCO,0,1,1,1,1.00,image/art_GORRAS.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
GSC1,SUMINISTRO PARA SUBLIMACION,Unit,GORRAS CELESTE BLANCO,0,1,1,1,1.00,image/art_GORRAS.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
GSN1,SUMINISTRO PARA SUBLIMACION,Unit,GORRAS BLANCAS CON NEGRO,0,1,1,1,1.11,image/art_GORRAS.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
GSV1,SUMINISTRO PARA SUBLIMACION,Unit,GORRAS VERDES,0,1,1,1,1.00,image/art_GORRAS.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
GSO1,SUMINISTRO PARA SUBLIMACION,Unit,GORRAS NARANJADAS,0,1,1,1,1.00,image/art_GORRAS.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
CRAXL,SUMINISTRO PARA SUBLIMACION,Unit,CAMISA RUEDO AZUL XL,0,1,1,1,3.50,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
CRAL,SUMINISTRO PARA SUBLIMACION,Unit,CAMISA RUEDO AZUL L,0,1,1,1,3.50,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
CRAS,SUMINISTRO PARA SUBLIMACION,Unit,CAMISA RUEDO AZUL S,0,1,1,1,3.50,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
CBAXXL,SUMINISTRO PARA SUBLIMACION,Unit,CAMISAS BLANCAS XXL,0,1,1,1,3.80,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
CBNXXL,SUMINISTRO PARA SUBLIMACION,Unit,CAMISAS BLANCA DE NIÑ0  XXL,0,1,1,1,3.80,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
CBAS,SUMINISTRO PARA SUBLIMACION,Unit,CAMISAS BLANCA ADULTO S,0,1,1,1,3.80,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
CRNL,SUMINISTRO PARA SUBLIMACION,Unit,CAMISAS RUEDO NEGRO L,0,1,1,1,3.50,image/art_CAMISABLANCAORILLABLACK.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
CRNXL,SUMINISTRO PARA SUBLIMACION,Unit,CAMISAS RUEDO NEGRO XL,0,1,1,1,3.50,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
CRNM,SUMINISTRO PARA SUBLIMACION,Unit,CAMISAS RUEDO NEGRO M,0,1,1,1,3.50,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
CRNS,SUMINISTRO PARA SUBLIMACION,Unit,CAMISAS RUEDO NEGRO S,0,1,1,1,3.50,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
CRRL,SUMINISTRO PARA SUBLIMACION,Unit,CAMISAS RUEDO ROJO L,0,1,1,1,3.50,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
CRRXL,SUMINISTRO PARA SUBLIMACION,Unit,CAMISAS RUEDO ROJO XL,0,1,1,1,3.50,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
CRRM,SUMINISTRO PARA SUBLIMACION,Unit,CAMISAS RUEDO ROJO M,0,1,1,1,3.50,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
CRRS,SUMINISTRO PARA SUBLIMACION,Unit,CAMISAS RUEDO ROJO S,0,1,1,1,3.50,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
GM20L,ACCESORIOS,Unit,GANCHO METAL 20MM PARA LANYARD,0,1,1,1,0.09,image/art_GANCHOMETALICO.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
RCPD,SUMINISTRO PARA SUBLIMACION,Unit,ROMPE CABEZAS DORADO,0,1,1,1,0.92,image/art_ROMPECABEZASDORADO.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
RCPP,SUMINISTRO PARA SUBLIMACION,Unit,ROMPE CABEZAS PLATEADO,0,1,1,1,0.92,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
V12P,SUMINISTRO PARA SUBLIMACION,Unit,VACUM PINK VINERO 12OZ,0,1,1,1,5.47,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
V12C,SUMINISTRO PARA SUBLIMACION,Unit,VACUM CELESTE VINERO 12OZ,0,1,1,1,5.47,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
V12B,SUMINISTRO PARA SUBLIMACION,Unit,VACUM BLANCO VINERO 12OZ,0,1,1,1,,image/art_VACUM.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
V12A,SUMINISTRO PARA SUBLIMACION,Unit,VACUM AQUA VINERO 12OZ,0,1,1,1,5.47,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
TBS750,SUMINISTRO PARA SUBLIMACION,Unit,TERMO BLANCO SPORT 750ML,0,1,1,1,3.25,image/art_TERMOSPORT.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
RP20,ACCESORIOS,Unit,RESISTENCIA PARA PACHON 20OZ,0,1,1,1,,image/art_RESISTENCIAPACHÓN.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
BP32,SUMINISTRO PARA SUBLIMACION,Unit,BOTONES 32 MM,0,1,1,1,14.00,image/art_BOTONES37MM.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
BP58,SUMINISTRO PARA SUBLIMACION,Unit,BOTONES DE 58MM,0,1,1,1,15.93,image/art_BOTONES.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
BP75,SUMINISTRO PARA SUBLIMACION,Unit,BOTONES 75 31/2,0,1,1,1,0.21,image/art_BOTONES37MM.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
T20L,SUMINISTRO PARA SUBLIMACION,Unit,20OZ TUMBLER WITH LID (VASO CON PAJILLA SUBLIMABLE ),0,1,1,1,8.65,image/art_BOTELLATUMBLER.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
CS30,SUMINISTRO PARA SUBLIMACION,Unit,CERAMICA GRANDE 30X30 SUBLIMABLE,0,1,1,1,3.50,image/art_TILE.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
CS20,SUMINISTRO PARA SUBLIMACION,Unit,CERAMICA PEQUEÑA 20X25 SUBLIMABLE,0,1,1,1,2.58,image/art_TILE.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
SFE1,TINTAS,Unit,SOLVENTE FLUSH PREMIUM,0,1,1,1,22.12,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
JN14,SUMINISTRO PARA SUBLIMACION,Unit,JARRAS NEVADAS 16 OZ SUBLIMACION,0,1,1,1,4.00,image/art_JARRANEVADA.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
TSA100,TINTAS,Unit,TINTA SUBLIMACION AMARILLA 100ML,0,1,1,1,6.50,image/art_TINTADESUBLI.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
TSN100,TINTAS,Unit,TINTA SUBLIMACION NEGRA 100ML,0,1,1,1,6.50,image/art_TINTADESUBLI.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
TSC100,TINTAS,Unit,TINTA SUBLIMACION CYAN 100ML,0,1,1,1,6.50,image/art_TINTADESUBLI.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
TSM100,TINTAS,Unit,TINTA SUBLIMACION MAGENTA 100ML,0,1,1,1,6.50,image/art_TINTASUBLIMACIÓN.png,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
TDUC1,TINTAS,Unit,TINTA UV CIAN 1 LITRO UV INK,0,1,1,1,47.90,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
TDUN1,TINTAS,Unit,TINTA UV NEGRA 1 LITRO UV INK,0,1,1,1,47.90,,Unit,Unit,Unit,CASA MATRIZ - Imgraf,Importadora Grafica
